paper_ID,KL_score,variance
0,-1.35052182597361,46.7726225815541
1,-1.75533167334749,46.8029429801449
2,-1.33537193595799,46.7064976134095
3,-0.745912163792946,46.6698379868453
4,-2.00141115133572,46.87688700237
5,-1.28403075091539,46.7528114040079
6,-1.28263425258743,46.7121927323381
7,-0.931385011670742,46.6408199802699
8,-0.984914868832162,46.725552633166
9,-1.5548325948272,46.7191921157978
10,-1.45446631626633,46.7511697825312
11,-0.941778978128484,46.909908685148
12,-1.91547358668532,46.8201638862752
13,-1.32010531535087,46.7972510791867
14,-1.250924357176,46.6528615405323
15,-1.21821860322456,46.724270361406
16,-1.35590504291293,46.6612418110027
17,-1.44051563015813,46.6781440425751
18,-1.53599571848722,46.8643299713876
19,-1.10988862978653,46.6747044307496
20,-2.24408055015829,46.6854650808158
21,-0.918046012364927,46.6473167206433
22,-1.1559213656459,46.607354714328
23,-1.60732347225979,46.6412944678392
24,-1.58155685048956,46.7105986135145
25,-1.41085501179878,46.6452285359225
26,-1.37393650438145,46.8659879063191
27,-0.973152128934248,46.6854569715817
28,-0.635455888181837,46.5652167085554
29,-1.20522018788832,46.8146675706965
30,-0.761070508942187,46.6353698307831
31,-1.07465106453015,46.5980901117503
32,-1.20494728539866,46.6664429435611
33,-1.24520790794487,46.7155139805483
34,-1.19574016643253,46.7777325056627
35,-1.55684162974871,46.6047076582037
36,-1.74485984476692,46.5973711810302
37,-1.6574035458046,46.7251029046501
38,-1.6498606417343,46.7155574129399
39,-1.80275470093677,46.621873416469
40,-1.3000510212529,46.6807918944081
41,-1.33739404223112,46.7822125780354
42,-1.38502976398656,46.7878914887889
43,-1.00228601262318,46.6050631594504
44,-0.844070747565305,46.5556559377522
45,-1.25551277298134,46.6255981224424
46,-0.833759182446687,46.9851095813654
47,-1.36910941715903,46.6672581153705
48,-1.49221175058406,46.749369632518
49,-1.26851519856506,46.7610865948937
50,-1.2578254080084,46.5779432990891
51,-1.18129062049294,46.6917377954842
52,-1.18075774793559,46.6883387550708
53,-1.46082358214623,46.6249588690874
54,-1.5718572051173,46.6540114677997
55,-1.37493886783481,46.6953119271953
56,-1.39524385827194,46.6230007423765
57,-1.27040790278176,46.8519122972012
58,-1.42870396585476,46.6614323382408
59,-1.82098938730282,46.7164565653527
60,-1.56713970138961,46.6884659292269
61,-1.37802907904183,46.6387148535939
62,-1.5147623877698,46.8377187310702
63,-1.88647953780233,46.6274345341692
64,-1.30012135528211,46.6528641737968
65,-1.08462037011506,46.8889734439606
66,-1.16519592737587,46.6161291196988
67,-1.35942078011343,46.6079263042103
68,-1.01214424132297,46.6114953088322
69,-1.25252752906626,46.7785686916102
