paper_ID,KL_score,variance
0,-2.04407994698393,119.797248461829
1,0,119.699368759229
2,-2.00133186353522,119.687169390877
3,-2.00525173336936,119.795908400448
4,-1.41933850516297,119.776711660689
5,-2.49506030472971,119.688326420277
6,-2.25077043371368,119.694806533821
7,-1.22260949852865,119.685571821382
8,-1.4992349828359,119.700629612315
9,-2.59773148511665,119.770335584494
10,-1.94022916205518,119.882638633491
11,-1.74157041145955,119.765439438528
12,-2.16123753569043,119.804945648704
13,0,119.699368759229
14,-1.08855518231476,119.677254954596
15,-1.12855836794938,119.696619282309
16,-1.62932445964628,119.854738628119
17,-1.65366850232191,120.083878524865
18,-1.90251650856823,119.833095485466
19,-2.18831536023731,119.866573167538
20,-1.13158102065295,119.623914033234
21,-1.31880242968812,119.713049656164
22,-1.51519149331509,119.722629684925
23,-1.57566486806224,119.78046941234
24,-1.27987660607959,119.776041858478
25,-1.86413753150852,119.707823964769
26,-2.24276563120622,119.716284195429
27,-2.52321715376483,119.734039022978
28,-2.68789539547311,119.695487794132
29,-1.78459249572682,119.844324073155
30,-1.75609806772542,119.785389225579
31,-1.71176235028575,120.153154602004
32,0,119.699368759229
33,-1.66758709228965,119.707875632242
34,-1.70295339819216,119.837271814602
35,-1.55550430508846,119.725462943631
36,-1.25252773958184,119.664424548824
37,-1.93052554157374,119.863106098818
38,-2.8995344151845,119.705835698469
39,-2.17619086042086,119.878814325554
40,-2.30123312405783,119.875833071106
41,-1.93799765661056,119.759171973567
42,-1.46141136053203,119.799106079714
43,-2.05310545831201,119.785698914421
44,-1.50747124786281,119.677079442819
45,-2.04682081278673,119.740077318308
46,-2.46202830284997,119.683681745376
47,-1.81132376644383,119.743048296994
48,-2.55480669643545,119.810471412313
49,-2.26313281230241,120.028740623145
50,-1.99074320044079,119.700337864278
51,-1.67626917496592,119.654211070421
52,-1.77631523718083,119.77634792731
53,-1.91063217714128,119.886630011585
54,-1.59222218904229,119.778525974066
55,-2.72336777472251,119.802317792412
56,-1.36261262676677,119.70772090311
57,-2.079442572685,119.836881160125
58,-2.15253561529142,119.728005825823
59,-1.82273421008536,119.807898735019
60,-2.33432377266278,119.704333863325
61,-2.20657357252594,119.781762344324
62,-1.32444668546752,119.728428093024
63,-2.3358458308685,119.835477062313
64,-1.88285421633264,119.985002446938
65,-1.81167740370144,119.95539483514
66,-1.607887418929,119.767518158072
67,-1.84284778930743,119.78494511112
68,-1.53840334398714,119.779972676922
69,-1.1462411729055,119.976426724871
70,-1.39339543042633,119.701334485808
71,-2.58871396578301,119.958603223648
72,-1.30096626868115,119.724257157051
73,-2.11203344133518,119.715717113434
74,-1.65869325351034,119.885511841283
75,-2.55032790248779,119.812782296456
76,-2.23128063010058,119.68145206346
77,-2.04724671409677,119.728295173814
78,-2.04423778945512,119.700708611949
79,-1.70513771632708,119.838802912927
80,-1.91963951571997,119.736230108643
81,-2.25628919998911,119.731906025554
82,-1.12863062137465,119.695507950436
83,-2.30176322020193,119.689635113801
84,-1.68553162541192,119.744162465063
85,-2.58927328473773,119.780909236136
86,-1.72183061455525,119.822535651175
87,-2.18845487592478,119.720447596836
88,-1.85183534225086,119.777718166216
89,-1.78522702183885,119.760225348154
90,-1.26961060017465,119.690350490761
91,-1.63762341732658,119.720409059802
92,-1.67392763503782,119.735374690386
93,-1.6968088825445,119.813510185789
94,-1.5050750535197,119.78313979747
95,-2.20819621242241,119.868840459792
96,-1.98919461751642,119.871115138798
97,-2.38443729196189,119.658475460769
98,-2.11845302067037,119.72855122398
99,-1.69705301317313,119.703304366621
100,-1.22504064006319,119.767988672483
101,-1.86940292941652,119.75356755323
102,-1.39456770025148,119.84107498978
103,-1.75394514500906,119.784838657471
104,-1.7049878949805,119.785471440556
105,-2.27181573877519,119.709901055471
106,-1.68381718403501,119.687160181139
107,-1.60054588829479,119.798633318501
108,-2.16651195322754,119.888532565782
109,-1.72902225014564,119.78250113083
110,-1.78783709975437,119.797616755649
111,-2.23828163491774,119.739454129044
112,-1.15785913564956,119.772526636082
113,-1.83186033436704,119.780402574804
114,-2.52098425902075,119.646364361516
115,-1.69443633444064,119.80373852291
116,-2.34587198068666,119.811929461334
117,-1.48777534263218,119.717707657011
118,-1.64479833073798,119.820538670638
119,-1.96905333019287,120.015221390843
120,-1.75501353974796,119.955693722315
121,-1.73405439483357,119.784692750496
122,-1.86718431656967,120.024360548236
123,-0.826101216052559,119.698898130164
124,-1.82845003980646,119.747406280755
125,-2.01345584735047,119.797753286642
126,-1.85477384836142,119.736399146876
127,-2.17989294442745,119.876320421622
128,-1.07608230781516,119.684554228574
129,-2.80369575316184,119.726425787966
130,-1.89816461492411,119.764365845421
131,-2.7888483040353,119.716017768803
132,-1.58901323044645,120.058549209155
133,-1.81732863512684,119.83076271269
134,-1.77331721920369,119.857538010401
135,-3.32837130370699,119.814925523032
136,-1.92030714547753,119.756784814708
137,-1.81407073972373,119.781866640652
138,-1.41927816611831,119.724219851903
139,-1.87873669910991,119.777779135252
140,-1.45573966198812,120.020724961342
141,-1.90843433397578,119.784114609258
142,-1.81285854846297,119.725943452929
143,-2.12114322030779,119.709355381354
144,-1.58415659040374,119.815312183536
145,0,119.699368759229
146,-1.89331075964048,119.670365632082
147,-1.57653704094012,119.764166327164
148,-1.53355039015174,119.830545201119
149,0,119.699368759229
150,-1.98470040440689,120.043697827491
151,-2.15333213594228,119.82437728535
152,-3.55943388574306,119.773517028682
153,-2.09412257754902,119.87755996015
154,-1.73985254756773,119.827789574557
155,-2.19694052602157,119.719834376071
156,-1.72634304216515,119.705387118286
157,-2.69524035891015,119.685880682203
158,-1.40019352001875,120.042897793721
159,-1.85773496025856,119.834912652586
160,-2.54626799841209,119.705556347609
161,-2.18282202556554,119.712802171865
162,-2.18794444598396,119.701380599855
163,-1.79859180207027,119.736197702833
164,-1.79347740474552,119.822139522639
165,-1.60963728414711,119.791939365603
166,-1.91495955869071,119.723958665395
167,-1.47535045009903,119.843260355042
168,-1.45350231099467,119.781597968338
169,-1.93408180939485,119.772862464802
170,-1.15216694299456,119.712414597521
171,-2.20299507646163,119.714078431079
172,-1.81903224321434,119.828427242383
173,-1.19972813748417,119.834062558465
174,-2.20144969398042,119.782124420681
175,-2.25522865738287,119.759378803288
176,-1.94528540802127,119.717923052995
177,-1.51609977808795,119.824241586698
178,-2.05444922946979,119.751824554183
179,-1.98220697041861,119.763022513818
180,-1.69099141446038,119.831697008648
181,-1.42262582369807,119.681727231646
182,-1.60326134730814,119.810668523964
183,0,119.685859692327
184,-1.89217284011297,119.816453097615
185,-1.82360554831713,119.83130766181
186,-1.93113767149757,119.722230613243
187,-1.54315142260087,119.683867864209
188,-1.77003600639422,119.790921320195
189,-1.96687970648926,119.704376873285
190,-0.968879629522355,119.665588600372
191,-2.28302804122895,119.741591357652
192,-1.72703036235317,119.669991174178
193,-1.84692750441435,119.694309022815
194,-1.47182278961407,119.753742834695
195,-1.13765312679875,119.676972355868
196,-1.53443013532993,119.749302829992
197,-2.36781940892308,119.680184065172
198,-1.58120989372495,119.813373465183
199,-1.69057047265559,119.807390896877
200,-1.1953115479163,119.698364534711
201,-2.11663386299582,119.69103296332
202,-1.50081400804663,119.711955102402
203,-2.19644601370433,119.911565446301
204,-1.69729167395,119.788115247194
205,-2.12046238060444,119.798280131609
206,-1.34257063346512,119.695349205551
207,-1.63276334185918,119.710922052807
208,-1.85545690404989,119.800222732779
209,-1.88310818538647,119.783764232366
210,-2.55467874800794,120.103513948785
211,-1.57208413810557,119.837407831648
212,-1.16009485227157,119.717077482802
213,-1.88584808645918,119.966112027652
214,-1.50094814061216,119.732420409889
215,-1.76833092252249,119.907040479128
216,-0.96087866696881,119.653291347792
217,-1.89156283661538,119.869741407697
218,-1.47931746135419,119.740155824988
219,-1.96802895231828,119.765343670651
220,-2.33438928330467,119.791198110869
221,-1.60665258382963,119.704678710843
222,-2.02082272031772,119.808932549975
223,-2.24705513319082,119.720346942358
224,-1.76808471311848,119.840720901147
225,-1.40005667398388,119.851359170055
226,-1.65927537699626,119.653176890447
227,-1.99850187398515,119.926345624265
228,-1.52354223684532,119.703106555562
229,-1.72708810342312,119.821457035398
230,-1.66933800643677,119.78046476554
231,-2.07874948369162,119.780085701494
232,-1.59087645708587,119.713370986303
233,-2.4372516415122,119.711409372746
234,-0.963045886879411,119.718812820057
235,-1.67365988008705,119.764980221287
236,-2.23903636446432,120.164388963475
237,-1.99331803136922,119.814896775762
238,-2.25105735629505,119.805933451158
239,-1.56389852095997,119.832054590481
240,0,119.699368759229
241,-2.48730371184389,119.731433705146
242,-1.85762747496795,119.747098965641
243,-2.13653299836617,119.891962057053
244,-1.52943669862988,119.677229654679
245,-1.62899889514461,119.686046732268
246,-2.34279545321352,119.736314279633
247,-1.82062734024435,119.744298499099
248,-1.55946339127992,119.737436747791
249,-2.11641444317482,119.728213660113
250,-1.84407815944199,119.7675814362
251,-1.48818062469523,119.800869407882
252,-1.99277347664145,119.861340253578
253,-2.07486699882617,119.721606982412
254,-1.35035074858939,119.822111084883
255,-2.56202086984894,119.748076095232
256,-2.07482319155288,120.002418294401
257,-1.17962089169879,119.864402111971
258,-1.720662104299,119.78651186144
259,-1.61939139762572,119.861911604118
260,-2.51959869052964,119.692588764625
261,-2.17392576560879,119.741989358013
262,-1.67401945123378,119.694348650567
263,-2.02347618318249,119.835709998209
264,-1.52278632342701,119.787675249496
265,-1.36159146578829,119.721577668634
266,-2.09388210069246,119.691562730094
267,-1.82465849414325,119.699531061073
268,-1.50829048646722,119.761834260855
269,-1.74178347827115,119.961425317912
270,-2.48572701151031,119.763278141615
271,-1.93321233355707,120.052985084878
272,-2.18077560191225,119.83569846893
273,-2.05563897594856,119.738005700415
274,-1.62167292520948,119.898385583757
275,-1.20351170466135,119.843215926778
276,-2.42071756135071,119.726007407381
277,-1.91391551995445,119.861657141622
278,-2.26323517400791,119.756093459286
279,-2.54647224254388,119.816619802401
280,-2.10028239761485,119.749940731306
281,-2.31307036440908,119.784142502576
282,-1.53298697832998,119.772900758046
283,-2.13696028352152,119.928245041681
284,-1.84980131477243,119.769567587686
285,0,119.699368759229
286,-1.59993338379855,119.798694301966
287,-2.09071246271122,119.740957264592
288,-3.35049317568473,119.697405468325
289,-1.98910798741299,119.701472726814
290,-1.92040759835291,119.705880530121
291,-2.28939141714243,119.735993667757
292,-2.22718261037431,119.690134980811
293,0,119.699368759229
294,-1.31498873244215,119.754707398494
295,-2.16118681368186,119.957004995686
296,-2.55330112066712,119.772420543936
297,-2.31612022504744,119.756716650436
298,-1.4905328272586,119.718001963628
299,-2.12763774964165,119.727805576993
300,-1.67054604127649,119.95806142005
301,-1.03184354074285,119.74664715488
302,-1.89257073945991,119.739802794624
303,-1.45157030416324,119.858012196455
304,-2.31891903015278,119.908041102707
305,-1.49676863375741,119.875337832606
306,-1.60654129232381,119.845892930827
