paper_ID,KL_score,variance
0,-1.00317448913262,27.8005910845437
1,-1.18062136921685,27.7082548206284
2,-1.67303238152066,27.7970663584996
3,-1.09608845883466,27.7361625424921
4,-0.929720168811197,27.7963812301432
5,-1.224237883402,27.8285253994533
6,-1.05598822358207,27.9264618112277
7,-1.27190766439559,27.7224227945043
8,-1.2899012602525,27.9110192814543
9,-0.913959668077988,27.7176634651911
10,-1.22827304084611,27.9102629268001
11,-0.978197690625661,27.8200482017536
12,-1.39524409485436,27.7528086242346
13,-1.18865228000167,27.7591437836479
14,-1.56386035926368,27.8412391846439
15,-1.18284238271973,27.746564063375
16,-1.07978363926166,27.7466409406588
17,-1.06891789524026,27.7763552284705
18,-1.25001277356969,27.6932380646152
19,-0.984300851600964,27.7253290607201
20,-0.813397913610291,27.8900868940915
21,-0.97975913117373,27.6902764936704
22,-0.945921864799428,27.7923750711101
23,-1.20968418429962,27.7417981466338
24,-1.14769380370666,27.7880201863846
25,-1.14459770053888,27.7847982919701
26,-1.20540498208782,27.7890055303166
27,-1.29182853884726,27.7974530015792
28,-1.02265959797563,27.8950487929308
29,-1.05127061284204,27.7883674585954
30,-1.1663640684161,27.8514415397045
31,-1.25597789750063,27.8545432064008
32,-1.33232477206078,27.7925562571622
33,-0.903783631945376,27.7601680948958
34,-1.15101664701406,27.7437686879065
35,-1.37261185383757,27.8049573236758
36,0,27.7011002245714
37,-0.877823125358612,27.6969117706136
38,-1.35293512484528,27.7859168440701
39,-1.51669569034119,27.8933367127726
40,-2.36399060840683,27.8240511808364
41,-1.03732172535328,27.7855555207436
42,-1.22221138510151,27.8340934395568
43,-1.01753592232045,27.7622186331939
44,-1.09145105965677,27.783939576282
45,-0.8078867659219,27.8731952292613
46,-1.64854598826358,27.7562786693311
47,-1.36670097550017,27.8578464214431
48,-1.14173929627296,27.8191757654901
49,-0.396205472803717,27.697267896364
50,-1.15933220165811,27.7622429429132
51,-1.05126627034394,27.8845277687943
52,-0.939737674998793,27.6978143711544
53,-1.41069203765238,28.0124884625207
54,-0.96123088564308,27.8429214084306
55,-0.834732460083258,27.7140743599427
56,-1.16774270906704,27.7018998614932
57,-1.37837280089983,27.8412777546083
58,-2.13531185324733,27.756550232154
59,-1.49763166677308,27.9030881744264
60,-0.905331295174722,27.7576634361131
61,0,27.6965948817683
62,-1.5398552227001,27.839786170742
63,-1.50738226840205,27.786026377172
64,-1.05151188680376,27.9212055040985
65,-1.33332172463205,27.9088949496329
66,-1.32910285078452,27.8968965332841
67,-1.3417462940593,27.9303290103045
68,-1.27015466406542,27.7882853375202
69,-1.2162180642448,27.7333040763619
70,-1.16251450162614,27.744995647315
71,-1.27312495498884,27.8046833264772
