paper_ID,KL_score,variance
0,-1.2320520872021,47.1641719824477
1,-1.4435826480998,47.1344472618604
2,-1.46662582759964,47.2538886176491
3,-1.72819474413425,47.2131027178579
4,-1.20184799861159,47.128154741787
5,-1.88331017354513,47.0964077382514
6,-1.97250938353585,47.1177737388433
7,-1.48710016228232,47.0869847761145
8,-1.17346029974351,47.2484037028008
9,-1.30943955542068,47.1353731776454
10,-1.21665806206451,47.2278487117553
11,-1.7312403321651,47.0832294820222
12,-1.52197355525681,47.279348929401
13,-1.29331515077115,47.2334969049987
14,-1.22016798419886,47.2808592943837
15,-1.32542170078282,47.1481569620695
16,-1.35947720544209,47.4107807253363
17,-1.10531172632699,47.1673402046762
18,-1.71567178488697,47.237857405052
19,-1.63890239728561,47.1737890823676
20,-1.36444281538708,47.1431619953386
21,-1.76777168288974,47.2145613890645
22,-1.1097700585671,47.1679408588783
23,-1.55622310118989,47.1878403965833
24,-1.19927186084571,47.0803132958643
25,-1.06133256128691,47.2145844710255
26,-1.43046465970655,47.2055932812607
27,-1.1679437180286,47.3056507045381
28,-1.55733221089881,47.2130047683549
29,-2.23372358962564,47.1474619581175
30,-1.02524632677936,47.5209027166281
31,-0.82654311756447,47.057340602667
32,-0.960651475841632,47.1625403817554
33,-1.32447614631549,47.3506217133295
34,-1.27831689186318,47.1916294865476
35,-1.2496476425579,47.1280883487431
36,-0.52073823569076,47.0680119935754
37,-1.04959804577777,47.1020150345005
38,-1.59233222302772,47.2106580710305
39,-1.20062705318642,47.225215060114
40,-1.3224619835396,47.3678528990874
41,0,47.086202417221
42,0,47.086202417221
43,-0.989311935255212,47.1305172049838
44,-1.03636837961852,47.0841885804025
45,-1.14380017168338,47.2325587427433
46,-1.24973888006929,47.1438672183263
47,-1.60199383789557,47.1684683645742
48,-1.58679514722814,47.2835887062608
49,-1.50352966929531,47.2156507105137
50,-1.58852260506125,47.3434627881513
51,-1.42652181646778,47.1985114317661
52,-1.47758212072256,47.179309882094
53,-1.26185829367522,47.2254857696024
54,-1.46424677298787,47.2601394296083
55,-1.65429193067307,47.111456312378
56,-1.76213067061114,47.1607032457214
57,-1.17200809061896,47.1555465199297
58,-1.56187426330613,47.0917378900722
59,-1.32586441376032,47.3215456656711
60,-1.35360210241885,47.284884096844
61,-1.15341219572734,47.1453600602544
62,-0.803423455430036,47.0356826890453
63,-1.85329053750463,47.2588859279252
64,-1.62549263601723,47.1441300558361
65,-1.72586202446402,47.1544793257045
66,-1.55450572023648,47.1379508549421
67,-1.85857555591367,47.2759103892601
68,-1.44413300758557,47.2724274035698
69,-1.15016797690072,47.1794205443575
70,-1.55833288363636,47.1286158092369
71,-1.13611350126434,47.1313650897064
72,-1.28139718640164,47.0740911952232
73,-0.934449074278606,47.0783708971374
74,-1.17550887392791,47.1549139855285
75,-1.25945214527305,47.1445659165361
76,-1.5502868915752,47.1947002343529
77,-1.26942427159773,47.1207779234121
78,-1.7476147289172,47.1907428366343
79,-1.11064691586136,47.2822425973347
80,-1.70576135481787,47.131137819661
81,-1.22700946303612,47.2293633047956
82,-1.71935132640106,47.3318488063656
83,-2.08897404453933,47.403273381194
84,-1.63694289012062,47.1911897438568
85,-1.00877820872291,47.1083198061672
86,-1.6189080593103,47.2318061285407
87,-1.31263121839651,47.0596895467266
